datetime,gps_time_str,lat,lon,su202,temp_C,humidity_pct,pressure_hPa,alt_m
2000-01-01 15:29:34,GPS Time :2025-10-5 9:11,25.5015,76.69806,0.37,-12.07,21.89,243.96,10892.32416
2000-01-01 15:29:41,GPS Time :2025-10-5 9:11,25.502359,76.700189,1.36,-12.07,22.33,245.76,10842.19563
2000-01-01 15:29:49,GPS Time :2025-10-5 9:11,25.502807,76.701054,1.42,-12.06,22.38,247.45,10795.40039
2000-01-01 15:29:56,GPS Time :2025-10-5 9:11,25.503332,76.702098,0.65,-12.06,22.43,249.01,10752.43394
2000-01-01 15:30:04,GPS Time :2025-10-5 9:11,25.503693,76.702978,1.87,-12.05,22.25,250.65,10707.49846
2000-01-01 15:30:11,GPS Time :2025-10-5 9:11,25.504175,76.703982,0.33,-12.05,22.09,252.31,10662.2568
2000-01-01 15:30:18,GPS Time :2025-10-5 9:11,25.50449,76.704913,1.77,-12.05,23,253.89,10619.4188
2000-01-01 15:30:26,GPS Time :2025-10-5 9:12,25.504887,76.705828,0.52,-12.04,23.18,255.45,10577.33432
2000-01-01 15:30:33,GPS Time :2025-10-5 9:12,25.505261,76.706736,0.67,-12.04,23.33,257.01,10535.45745
2000-01-01 15:30:41,GPS Time :2025-10-5 9:12,25.505592,76.707665,0.26,-12.03,23.3,258.75,10488.99077
2000-01-01 15:30:48,GPS Time :2025-10-5 9:12,25.505912,76.70845,0.94,-12.01,23.35,260.42,10444.6308
2000-01-01 15:30:56,GPS Time :2025-10-5 9:12,25.505912,76.70845,0.4,-12,23.64,262.03,10402.08215
2000-01-01 15:31:03,GPS Time :2025-10-5 9:12,25.506468,76.710317,0.31,-11.99,23.45,263.79,10355.81087
2000-01-01 15:31:11,GPS Time :2025-10-5 9:12,25.506468,76.710317,0.48,-11.98,23.62,265.51,10310.83212
2000-01-01 15:31:18,GPS Time :2025-10-5 9:13,25.507268,76.71278,1.32,-11.97,23.73,267.17,10267.6456
2000-01-01 15:31:26,GPS Time :2025-10-5 9:13,25.507268,76.71278,0.27,-11.95,23.39,268.86,10223.90123
2000-01-01 15:31:33,GPS Time :2025-10-5 9:13,25.507612,76.713634,0.76,-11.94,23.93,270.46,10182.69116
2000-01-01 15:31:41,GPS Time :2025-10-5 9:13,25.507901,76.714424,0.67,-11.91,23.6,272.13,10139.88817
2000-01-01 15:31:48,GPS Time :2025-10-5 9:13,25.508132,76.715278,0.24,-11.88,24.41,273.85,10096.02544
2000-01-01 15:31:56,GPS Time :2025-10-5 9:13,25.508132,76.715278,0.94,-11.85,24.21,275.51,10053.90384
2000-01-01 15:32:04,GPS Time :2025-10-5 9:13,25.508597,76.717134,0.53,-11.85,24.37,277.32,10008.20965
2000-01-01 15:32:11,GPS Time :2025-10-5 9:13,25.508779,76.718127,1.85,-11.8,24.43,278.95,9967.265834
2000-01-01 15:32:19,GPS Time :2025-10-5 9:13,25.509007,76.719061,0.74,-11.78,24.51,280.62,9925.517703
2000-01-01 15:32:26,GPS Time :2025-10-5 9:14,25.509237,76.719986,0.81,-11.76,24.68,282.19,9886.452536
2000-01-01 15:32:34,GPS Time :2025-10-5 9:14,25.509237,76.719986,1.8,-11.73,24.81,283.82,9846.080209
2000-01-01 15:32:41,GPS Time :2025-10-5 9:14,25.509704,76.721768,0.54,-11.72,24.91,285.61,9801.960687
2000-01-01 15:32:49,GPS Time :2025-10-5 9:14,25.509704,76.721768,0.44,-11.69,24.99,287.34,9759.532301
2000-01-01 15:32:56,GPS Time :2025-10-5 9:14,25.510257,76.72357,0.91,-11.66,25,289.2,9714.14579
2000-01-01 15:33:04,GPS Time :2025-10-5 9:14,25.510257,76.72357,1.38,-11.63,25.04,291.22,9665.122034
2000-01-01 15:33:11,GPS Time :2025-10-5 9:14,25.511399,76.726084,1.69,-11.61,25.08,293.07,9620.465025
2000-01-01 15:33:19,GPS Time :2025-10-5 9:14,25.511399,76.726084,0.4,-11.56,25.08,295.12,9571.246069
2000-01-01 15:33:26,GPS Time :2025-10-5 9:15,25.511743,76.726991,1.45,-11.54,25.39,297.07,9524.684299
2000-01-01 15:33:34,GPS Time :2025-10-5 9:15,25.512049,76.727825,1.22,-11.52,25.14,299.02,9478.369372
2000-01-01 15:33:41,GPS Time :2025-10-5 9:15,25.512653,76.729574,1,-11.48,25.24,301.06,9430.177872
2000-01-01 15:33:48,GPS Time :2025-10-5 9:15,25.512653,76.729574,0.39,-11.45,25.2,302.94,9385.999668
2000-01-01 15:33:56,GPS Time :2025-10-5 9:15,25.512948,76.730535,1.44,-11.41,25.25,304.8,9342.509389
2000-01-01 15:34:03,GPS Time :2025-10-5 9:15,25.513198,76.731309,1.2,-11.39,25.25,306.55,9301.786897
2000-01-01 15:34:11,GPS Time :2025-10-5 9:15,25.513509,76.732293,0.57,-11.35,25.49,308.39,9259.172624
2000-01-01 15:34:18,GPS Time :2025-10-5 9:15,25.5137,76.733151,0.36,-11.31,25.52,310.2,9217.453562
2000-01-01 15:34:26,GPS Time :2025-10-5 9:15,25.5137,76.733151,1.02,-11.28,25.45,312.11,9173.642795
2000-01-01 15:34:34,GPS Time :2025-10-5 9:16,25.514305,76.734924,0.41,-11.24,25.64,314.05,9129.365588
2000-01-01 15:34:41,GPS Time :2025-10-5 9:16,25.514579,76.735871,1.53,-11.19,25.88,315.92,9086.895162
2000-01-01 15:34:49,GPS Time :2025-10-5 9:16,25.514579,76.735871,0.73,-11.16,25.79,317.75,9045.529826
2000-01-01 15:34:56,GPS Time :2025-10-5 9:16,25.515314,76.737509,0.6,-11.11,25.9,319.6,9003.908038
2000-01-01 15:35:04,GPS Time :2025-10-5 9:16,25.515314,76.737509,0.26,-11.06,26.09,321.57,8959.800399
2000-01-01 15:35:11,GPS Time :2025-10-5 9:16,25.516519,76.739566,0.66,-11,26.38,323.47,8917.466839
2000-01-01 15:35:19,GPS Time :2025-10-5 9:16,25.516519,76.739566,0.8,-10.97,26.25,325.33,8876.21911
2000-01-01 15:35:26,GPS Time :2025-10-5 9:17,25.516974,76.740247,0.88,-10.91,26.35,327.29,8832.959888
2000-01-01 15:35:34,GPS Time :2025-10-5 9:17,25.51752,76.740803,0.44,-10.88,26.57,329.13,8792.539681
2000-01-01 15:35:41,GPS Time :2025-10-5 9:17,25.518585,76.741948,1.2,-10.82,26.7,331.08,8749.902279
2000-01-01 15:35:48,GPS Time :2025-10-5 9:17,25.518585,76.741948,1.43,-10.78,26.81,332.98,8708.5533
2000-01-01 15:35:56,GPS Time :2025-10-5 9:17,25.518585,76.741948,0.65,-10.71,27.07,334.97,8665.450028
2000-01-01 15:36:03,GPS Time :2025-10-5 9:17,25.519686,76.743213,0.5,-10.66,27.3,337.14,8618.683667
2000-01-01 15:36:11,GPS Time :2025-10-5 9:17,25.520239,76.743924,0.35,-10.6,27.49,339.3,8572.374267
2000-01-01 15:36:19,GPS Time :2025-10-5 9:17,25.520654,76.744584,0.36,-10.55,27.77,341.43,8526.941244
2000-01-01 15:36:26,GPS Time :2025-10-5 9:17,25.520654,76.744584,0.37,-10.5,28,343.69,8478.985582
2000-01-01 15:36:33,GPS Time :2025-10-5 9:18,25.521683,76.746076,0.41,-10.44,28.29,345.87,8432.968817
2000-01-01 15:36:41,GPS Time :2025-10-5 9:18,25.522244,76.746869,0.5,-10.39,28.38,348.06,8386.976849
2000-01-01 15:36:49,GPS Time :2025-10-5 9:18,25.522702,76.747502,0.54,-10.33,29.18,350.29,8340.385013
2000-01-01 15:36:56,GPS Time :2025-10-5 9:18,25.523202,76.748236,0.84,-10.26,29.09,352.49,8294.654744
2000-01-01 15:37:04,GPS Time :2025-10-5 9:18,25.523583,76.748787,0.82,-10.22,29.48,354.74,8248.123594
2000-01-01 15:37:12,GPS Time :2025-10-5 9:18,25.523993,76.749409,1.1,-10.15,29.81,357.06,8200.394398
2000-01-01 15:37:19,GPS Time :2025-10-5 9:19,25.524728,76.750541,1.29,-10.11,30.23,359.37,8153.119791
2000-01-01 15:37:27,GPS Time :2025-10-5 9:19,25.524728,76.750541,1.41,-10.05,30.54,361.61,8107.512168
2000-01-01 15:37:34,GPS Time :2025-10-5 9:19,25.525042,76.751251,1.53,-9.97,30.82,363.81,8062.94111
2000-01-01 15:37:42,GPS Time :2025-10-5 9:19,25.525042,76.751251,1.36,-9.91,31.08,366.06,8017.582258
2000-01-01 15:37:49,GPS Time :2025-10-5 9:19,25.52552,76.752697,0.29,-9.86,31.34,368.24,7973.849401
2000-01-01 15:37:57,GPS Time :2025-10-5 9:19,25.525711,76.753523,1.45,-9.79,31.46,370.54,7927.935925
2000-01-01 15:38:05,GPS Time :2025-10-5 9:19,25.525895,76.754271,1.35,-9.73,30.86,372.74,7884.23413
2000-01-01 15:38:12,GPS Time :2025-10-5 9:19,25.526072,76.755112,1.3,-9.65,31.47,375.1,7837.585621
2000-01-01 15:38:20,GPS Time :2025-10-5 9:19,25.526262,76.75588,1.02,-9.59,30.95,377.42,7791.958852
2000-01-01 15:38:27,GPS Time :2025-10-5 9:20,25.526713,76.757523,0.75,-9.53,30.63,379.67,7747.92518
2000-01-01 15:38:34,GPS Time :2025-10-5 9:20,25.526713,76.757523,0.51,-9.47,30.57,381.94,7703.713718
2000-01-01 15:38:41,GPS Time :2025-10-5 9:20,25.526957,76.758398,0.4,-9.42,30.51,384.25,7658.941101
2000-01-01 15:38:48,GPS Time :2025-10-5 9:20,25.527146,76.759178,0.54,-9.35,30.2,386.49,7615.732901
2000-01-01 15:38:56,GPS Time :2025-10-5 9:20,25.527363,76.75994,1.21,-9.29,30.03,388.71,7573.110108
2000-01-01 15:39:03,GPS Time :2025-10-5 9:20,25.528033,76.761527,1.59,-9.22,29.79,391.02,7528.968123
2000-01-01 15:39:09,GPS Time :2025-10-5 9:20,25.528033,76.761527,1.62,-9.12,29.9,393.27,7486.175233
2000-01-01 15:39:16,GPS Time :2025-10-5 9:20,25.528414,76.762383,0.59,-9.06,29.56,395.32,7447.358415
2000-01-01 15:39:23,GPS Time :2025-10-5 9:21,25.52874,76.763223,0.44,-9,29.78,397.55,7405.317952
2000-01-01 15:39:30,GPS Time :2025-10-5 9:21,25.529077,76.764027,1.09,-8.96,29.85,399.71,7364.778817
2000-01-01 15:39:37,GPS Time :2025-10-5 9:21,25.529428,76.764802,0.31,-8.89,29.73,401.84,7324.976075
2000-01-01 15:39:44,GPS Time :2025-10-5 9:21,25.529763,76.765615,0.96,-8.83,29.76,404.02,7284.415513
2000-01-01 15:39:50,GPS Time :2025-10-5 9:21,25.530044,76.766532,0.52,-8.75,30.17,406.13,7245.325785
2000-01-01 15:39:57,GPS Time :2025-10-5 9:21,25.530219,76.767379,1.69,-8.69,30.82,408.29,7205.479737
2000-01-01 15:40:04,GPS Time :2025-10-5 9:21,25.530464,76.768357,1.34,-8.63,31.57,410.47,7165.437449
2000-01-01 15:40:10,GPS Time :2025-10-5 9:21,25.530704,76.76936,0.44,-8.54,31.93,412.67,7125.202009
2000-01-01 15:40:17,GPS Time :2025-10-5 9:21,25.530704,76.76936,1.2,-8.47,32.44,414.9,7084.594782
2000-01-01 15:40:24,GPS Time :2025-10-5 9:22,25.531125,76.771232,1.66,-8.39,33.03,417.13,7044.163911
2000-01-01 15:40:31,GPS Time :2025-10-5 9:22,25.5314,76.772207,0.58,-8.33,33.58,419.31,7004.808396
2000-01-01 15:40:37,GPS Time :2025-10-5 9:22,25.531594,76.773185,0.63,-8.27,34.13,421.42,6966.87407
2000-01-01 15:40:44,GPS Time :2025-10-5 9:22,25.531594,76.773185,1.32,-8.21,34.64,423.7,6926.055922
2000-01-01 15:40:51,GPS Time :2025-10-5 9:22,25.531893,76.774912,1.12,-8.13,35.17,425.8,6888.617316
2000-01-01 15:40:58,GPS Time :2025-10-5 9:22,25.532078,76.775874,0.41,-8.06,35.62,428.02,6849.201591
2000-01-01 15:41:04,GPS Time :2025-10-5 9:22,25.532078,76.775874,1.18,-7.98,35.98,430.24,6809.951068
2000-01-01 15:41:11,GPS Time :2025-10-5 9:22,25.532373,76.777545,1.73,-7.92,36.17,432.4,6771.91847
2000-01-01 15:41:18,GPS Time :2025-10-5 9:22,25.532628,76.778382,0.59,-7.85,36.42,434.47,6735.614656
2000-01-01 15:41:25,GPS Time :2025-10-5 9:23,25.532901,76.779259,0.57,-7.78,37.04,436.63,6697.881442
2000-01-01 15:41:31,GPS Time :2025-10-5 9:23,25.532901,76.779259,1.68,-7.69,37.15,438.87,6658.910024
2000-01-01 15:41:38,GPS Time :2025-10-5 9:23,25.533363,76.780818,1.09,-7.6,37.94,441.01,6621.82856
2000-01-01 15:41:45,GPS Time :2025-10-5 9:23,25.533646,76.781686,0.43,-7.53,38.38,443.15,6584.892521
2000-01-01 15:41:51,GPS Time :2025-10-5 9:23,25.5339,76.782487,1.35,-7.47,39.21,445.22,6549.301843
2000-01-01 15:41:58,GPS Time :2025-10-5 9:23,25.5339,76.782487,1.56,-7.4,40.06,447.41,6511.793515
2000-01-01 15:42:05,GPS Time :2025-10-5 9:23,25.534512,76.7838,0.55,-7.33,40.69,449.53,6475.625437
2000-01-01 15:42:12,GPS Time :2025-10-5 9:23,25.53482,76.78451,1.07,-7.24,41.17,451.57,6440.952363
2000-01-01 15:42:18,GPS Time :2025-10-5 9:23,25.535093,76.785129,1.17,-7.16,42.2,453.63,6406.067832
2000-01-01 15:42:25,GPS Time :2025-10-5 9:23,25.535093,76.785129,1.23,-7.08,42.05,455.43,6375.691064
2000-01-01 15:42:32,GPS Time :2025-10-5 9:24,25.535557,76.786194,1.19,-6.99,42.21,457.57,6339.702704
2000-01-01 15:42:39,GPS Time :2025-10-5 9:24,25.535824,76.78681,0.47,-6.93,42.43,459.54,6306.693517
2000-01-01 15:42:45,GPS Time :2025-10-5 9:24,25.535824,76.78681,0.3,-6.85,42.64,461.64,6271.632001
2000-01-01 15:42:52,GPS Time :2025-10-5 9:24,25.53622,76.787943,0.53,-6.77,43,463.6,6239.024253
2000-01-01 15:42:59,GPS Time :2025-10-5 9:24,25.536425,76.788637,1.68,-6.71,43.39,465.39,6209.342114
2000-01-01 15:43:06,GPS Time :2025-10-5 9:24,25.536699,76.789225,0.71,-6.63,43.89,467.22,6179.092104
2000-01-01 15:43:12,GPS Time :2025-10-5 9:24,25.536699,76.789225,1.18,-6.55,44.48,469.1,6148.115339
2000-01-01 15:43:19,GPS Time :2025-10-5 9:24,25.537156,76.790438,1.07,-6.49,44.15,471.09,6115.435436
2000-01-01 15:43:26,GPS Time :2025-10-5 9:25,25.537323,76.79099,0.82,-6.4,44.79,473.09,6082.703751
2000-01-01 15:43:32,GPS Time :2025-10-5 9:25,25.537565,76.791544,1.47,-6.34,44.19,474.85,6053.992428
2000-01-01 15:43:39,GPS Time :2025-10-5 9:25,25.537565,76.791544,0.63,-6.26,44.17,476.81,6022.119696
2000-01-01 15:43:46,GPS Time :2025-10-5 9:25,25.537839,76.792533,1.29,-6.19,43.44,478.51,5994.560783
2000-01-01 15:43:53,GPS Time :2025-10-5 9:25,25.538081,76.79302,1.34,-6.11,42.74,480.34,5964.982892
2000-01-01 15:43:59,GPS Time :2025-10-5 9:25,25.538244,76.793496,0.6,-6.03,42.14,482.07,5937.105069
2000-01-01 15:44:06,GPS Time :2025-10-5 9:25,25.538244,76.793496,1.64,-5.97,41.3,483.99,5906.260208
2000-01-01 15:44:13,GPS Time :2025-10-5 9:25,25.538789,76.794304,0.54,-5.89,40.82,485.98,5874.395189
2000-01-01 15:44:20,GPS Time :2025-10-5 9:25,25.539078,76.794768,1.66,-5.82,40.17,487.99,5842.316998
2000-01-01 15:44:26,GPS Time :2025-10-5 9:26,25.539303,76.79513,0.58,-5.73,39.75,490.01,5810.186828
2000-01-01 15:44:33,GPS Time :2025-10-5 9:26,25.539303,76.79513,0.71,-5.65,38.59,491.95,5779.429951
2000-01-01 15:44:40,GPS Time :2025-10-5 9:26,25.539723,76.795928,0.65,-5.58,38.38,494.01,5746.877918
2000-01-01 15:44:47,GPS Time :2025-10-5 9:26,25.53995,76.796404,1.47,-5.49,37.48,495.96,5716.165216
2000-01-01 15:44:53,GPS Time :2025-10-5 9:26,25.54025,76.796755,1.29,-5.41,36.7,497.8,5687.274561
2000-01-01 15:45:00,GPS Time :2025-10-5 9:26,25.54025,76.796755,0.9,-5.35,36.3,499.75,5656.750977
2000-01-01 15:45:07,GPS Time :2025-10-5 9:26,25.540742,76.797503,0.32,-5.27,35.91,501.59,5628.037547
2000-01-01 15:45:14,GPS Time :2025-10-5 9:26,25.540982,76.797791,0.48,-5.19,35.59,503.5,5598.321841
2000-01-01 15:45:20,GPS Time :2025-10-5 9:26,25.540982,76.797791,1.67,-5.12,35.26,505.67,5564.671627
2000-01-01 15:45:27,GPS Time :2025-10-5 9:26,25.540982,76.797791,0.74,-5.05,34.91,507.81,5531.600952
2000-01-01 15:45:34,GPS Time :2025-10-5 9:27,25.541675,76.79883,1.64,-4.98,34.22,509.85,5500.180536
2000-01-01 15:45:41,GPS Time :2025-10-5 9:27,25.541884,76.799127,0.61,-4.89,33.74,512.01,5467.022629
2000-01-01 15:45:47,GPS Time :2025-10-5 9:27,25.541884,76.799127,0.32,-4.81,33.41,514.03,5436.116187
2000-01-01 15:45:54,GPS Time :2025-10-5 9:27,25.542304,76.799776,0.55,-4.74,33.26,516.1,5404.546598
2000-01-01 15:46:01,GPS Time :2025-10-5 9:27,25.542463,76.800172,1.16,-4.66,32.98,518.1,5374.141823
2000-01-01 15:46:08,GPS Time :2025-10-5 9:27,25.542686,76.800491,1.39,-4.58,32.6,520.07,5344.285893
2000-01-01 15:46:14,GPS Time :2025-10-5 9:27,25.542686,76.800491,0.7,-4.5,32.7,521.97,5315.577466
2000-01-01 15:46:21,GPS Time :2025-10-5 9:27,25.542967,76.801137,1.66,-4.41,32.22,523.95,5285.750163
2000-01-01 15:46:28,GPS Time :2025-10-5 9:28,25.543195,76.801434,0.72,-4.33,31.57,526.14,5252.865481
2000-01-01 15:46:35,GPS Time :2025-10-5 9:28,25.543331,76.801796,1.17,-4.21,31.21,528.28,5220.838492
2000-01-01 15:46:41,GPS Time :2025-10-5 9:28,25.543331,76.801796,1.14,-4.16,30.99,530.35,5189.958919
2000-01-01 15:46:48,GPS Time :2025-10-5 9:28,25.54365,76.802408,0.8,-4.07,30.73,532.47,5158.434461
2000-01-01 15:46:55,GPS Time :2025-10-5 9:28,25.543852,76.802804,1.64,-4,30.44,534.64,5126.271588
2000-01-01 15:47:01,GPS Time :2025-10-5 9:28,25.543975,76.803097,0.9,-3.93,30.42,536.51,5098.639884
2000-01-01 15:47:08,GPS Time :2025-10-5 9:28,25.543975,76.803097,1.24,-3.85,29.88,538.62,5067.555355
2000-01-01 15:47:14,GPS Time :2025-10-5 9:28,25.544279,76.803805,1.64,-3.77,29.65,540.44,5040.822217
2000-01-01 15:47:21,GPS Time :2025-10-5 9:29,25.544382,76.804144,0.62,-3.7,29.05,542.5,5010.651643
2000-01-01 15:47:27,GPS Time :2025-10-5 9:29,25.544482,76.804521,1.5,-3.61,29.41,544.54,4980.865274
2000-01-01 15:47:34,GPS Time :2025-10-5 9:29,25.544482,76.804521,1.08,-3.54,29.13,546.74,4948.843819
2000-01-01 15:47:40,GPS Time :2025-10-5 9:29,25.544738,76.805367,0.76,-3.45,28.88,548.91,4917.361072
2000-01-01 15:47:46,GPS Time :2025-10-5 9:29,25.544738,76.805367,1.62,-3.39,28.84,550.88,4888.867121
2000-01-01 15:47:52,GPS Time :2025-10-5 9:29,25.544738,76.805367,1.21,-3.32,28.85,552.95,4859.015541
2000-01-01 15:47:58,GPS Time :2025-10-5 9:29,25.545089,76.80696,0.63,-3.24,29.47,555.07,4828.536561
2000-01-01 15:48:04,GPS Time :2025-10-5 9:29,25.545251,76.807503,1.01,-3.18,29.5,556.9,4802.302587
2000-01-01 15:48:10,GPS Time :2025-10-5 9:29,25.545436,76.80799,1.54,-3.11,29.54,558.78,4775.424433
2000-01-01 15:48:16,GPS Time :2025-10-5 9:29,25.545569,76.808458,1.61,-3.03,29.5,560.56,4750.043373
2000-01-01 15:48:22,GPS Time :2025-10-5 10:30,25.545666,76.808955,0.69,-2.96,30.07,562.57,4721.461076
2000-01-01 15:48:28,GPS Time :2025-10-5 10:30,25.545777,76.809501,0.81,-2.88,30.33,564.49,4694.235704
2000-01-01 15:48:34,GPS Time :2025-10-5 10:30,25.545957,76.810005,1.61,-2.8,30.7,566.53,4665.390785
2000-01-01 15:48:40,GPS Time :2025-10-5 10:30,25.546123,76.810483,1.46,-2.72,31.06,568.44,4638.460164
2000-01-01 15:48:46,GPS Time :2025-10-5 10:30,25.546268,76.811028,1,-2.66,31.34,570.14,4614.552064
2000-01-01 15:48:52,GPS Time :2025-10-5 10:30,25.546448,76.81158,0.6,-2.59,31.56,571.93,4589.440553
2000-01-01 15:48:58,GPS Time :2025-10-5 10:30,25.546683,76.812108,1.16,-2.52,31.88,573.7,4564.672119
2000-01-01 15:49:04,GPS Time :2025-10-5 10:30,25.546908,76.812606,0.38,-2.44,32.16,575.44,4540.383732
2000-01-01 15:49:10,GPS Time :2025-10-5 10:30,25.547076,76.813079,1.05,-2.37,32.71,577.4,4513.095523
2000-01-01 15:49:16,GPS Time :2025-10-5 10:30,25.547224,76.813619,0.75,-2.28,33.72,579.06,4490.042686
2000-01-01 15:49:22,GPS Time :2025-10-5 10:31,25.547423,76.814162,0.86,-2.22,33.59,580.93,4464.137535
2000-01-01 15:49:28,GPS Time :2025-10-5 10:31,25.54765,76.814664,1.32,-2.16,33.84,582.46,4442.992591
2000-01-01 15:49:34,GPS Time :2025-10-5 10:31,25.547843,76.815156,0.35,-2.07,33.98,584.13,4419.964092
2000-01-01 15:49:40,GPS Time :2025-10-5 10:31,25.547997,76.815649,0.93,-1.99,34.27,586.1,4392.867176
2000-01-01 15:49:46,GPS Time :2025-10-5 10:31,25.548138,76.816225,0.62,-1.92,35.08,587.81,4369.406233
2000-01-01 15:49:52,GPS Time :2025-10-5 10:31,25.548347,76.816801,1.36,-1.84,34.96,589.62,4344.633438
2000-01-01 15:49:58,GPS Time :2025-10-5 10:31,25.548562,76.817333,1.29,-1.79,36.18,591.31,4321.558568
2000-01-01 15:50:04,GPS Time :2025-10-5 10:31,25.548741,76.817887,1.56,-1.71,36.23,592.73,4302.211467
2000-01-01 15:50:10,GPS Time :2025-10-5 10:31,25.548892,76.818443,1.24,-1.59,37.4,594.49,4278.283983
2000-01-01 15:50:16,GPS Time :2025-10-5 10:31,25.549045,76.818992,0.92,-1.51,38.84,596.08,4256.716945
2000-01-01 15:50:22,GPS Time :2025-10-5 10:32,25.549228,76.819559,0.8,-1.44,40.09,597.8,4233.438955
2000-01-01 15:50:28,GPS Time :2025-10-5 10:32,25.549445,76.82009,1.43,-1.37,40.89,599.5,4210.484872
2000-01-01 15:50:34,GPS Time :2025-10-5 10:32,25.549628,76.820572,1.57,-1.28,41.64,601.05,4189.602041
2000-01-01 15:50:40,GPS Time :2025-10-5 10:32,25.549794,76.821049,1.34,-1.23,42.3,602.63,4168.359862
2000-01-01 15:50:46,GPS Time :2025-10-5 10:32,25.549923,76.821538,0.64,-1.15,43.21,604.29,4146.090656
2000-01-01 15:50:52,GPS Time :2025-10-5 10:32,25.550099,76.822053,0.93,-1.1,43.99,606.01,4123.068734
2000-01-01 15:50:58,GPS Time :2025-10-5 10:32,25.55028,76.822504,1.52,-1.03,44.71,607.79,4099.299368
2000-01-01 15:51:04,GPS Time :2025-10-5 10:32,25.550432,76.822914,1.6,-0.97,45.3,609.22,4080.244553
2000-01-01 15:51:10,GPS Time :2025-10-5 10:32,25.550563,76.823345,1.4,-0.9,45.79,610.8,4059.233051
2000-01-01 15:51:16,GPS Time :2025-10-5 10:32,25.550686,76.823775,0.61,-0.84,46.21,612.55,4036.012128
2000-01-01 15:51:22,GPS Time :2025-10-5 10:33,25.550838,76.824239,1.21,-0.76,46.76,614.38,4011.787066
2000-01-01 15:51:28,GPS Time :2025-10-5 10:33,25.551004,76.824646,0.52,-0.68,47.06,616.04,3989.862908
2000-01-01 15:51:34,GPS Time :2025-10-5 10:33,25.55111,76.82503,1.51,-0.62,47.49,617.62,3969.039729
2000-01-01 15:51:40,GPS Time :2025-10-5 10:33,25.551195,76.825444,0.85,-0.54,48.4,619.26,3947.471371
2000-01-01 15:51:46,GPS Time :2025-10-5 10:33,25.551268,76.825863,0.74,-0.49,48.84,621.02,3924.376235
2000-01-01 15:51:52,GPS Time :2025-10-5 10:33,25.551378,76.82624,1.42,-0.41,49.19,622.8,3901.0725
2000-01-01 15:51:58,GPS Time :2025-10-5 10:33,25.551441,76.826536,1.59,-0.33,49.58,624.41,3880.04081
2000-01-01 15:52:04,GPS Time :2025-10-5 10:33,25.551453,76.826843,1.33,-0.27,49.75,625.99,3859.443665
2000-01-01 15:52:10,GPS Time :2025-10-5 10:33,25.55142,76.827179,0.62,-0.2,50.54,627.7,3837.1992
2000-01-01 15:52:16,GPS Time :2025-10-5 10:33,25.551417,76.82756,1.04,-0.12,50.13,629.48,3814.096209
2000-01-01 15:52:22,GPS Time :2025-10-5 10:34,25.551474,76.827865,1.42,-0.03,49.94,631.13,3792.727714
2000-01-01 15:52:28,GPS Time :2025-10-5 10:34,25.551506,76.828129,1.58,0.05,49.47,632.61,3773.599274
2000-01-01 15:52:34,GPS Time :2025-10-5 10:34,25.55152,76.828466,0.84,0.2,48.97,634.08,3754.635919
2000-01-01 15:52:40,GPS Time :2025-10-5 10:34,25.551565,76.828804,1.12,0.27,48.28,635.95,3730.563848
2000-01-01 15:52:46,GPS Time :2025-10-5 10:34,25.551554,76.829094,0.86,0.35,47.72,637.56,3709.884572
2000-01-01 15:52:52,GPS Time :2025-10-5 10:34,25.551563,76.829399,0.82,0.42,47.16,639.45,3685.662789
2000-01-01 15:52:58,GPS Time :2025-10-5 10:34,25.551603,76.829666,1.32,0.48,46.64,641.15,3663.925473
2000-01-01 15:53:04,GPS Time :2025-10-5 10:34,25.551619,76.829878,1.42,0.54,46.17,642.79,3642.999543
2000-01-01 15:53:10,GPS Time :2025-10-5 10:34,25.551605,76.830091,1.51,0.62,45.68,644.41,3622.37121
2000-01-01 15:53:16,GPS Time :2025-10-5 10:34,25.551552,76.830304,1.51,0.7,44.93,646.13,3600.515434
2000-01-01 15:53:22,GPS Time :2025-10-5 10:35,25.551481,76.8305,0.79,0.78,44.9,647.99,3576.933657
2000-01-01 15:53:28,GPS Time :2025-10-5 10:35,25.551413,76.830739,0.76,0.83,44.66,649.9,3552.774936
2000-01-01 15:53:34,GPS Time :2025-10-5 10:35,25.551405,76.830973,0.95,0.92,44.47,651.48,3532.833649
2000-01-01 15:53:40,GPS Time :2025-10-5 10:35,25.551398,76.831168,0.9,0.98,44.54,653.09,3512.553974
2000-01-01 15:53:46,GPS Time :2025-10-5 10:35,25.551369,76.831344,1.01,1.06,44.36,654.82,3490.807844
2000-01-01 15:53:52,GPS Time :2025-10-5 10:35,25.551365,76.831503,1.52,1.12,44.4,656.58,3468.732301
2000-01-01 15:53:58,GPS Time :2025-10-5 10:35,25.55131,76.831612,1.23,1.2,44.44,658.55,3444.079507
2000-01-01 15:54:04,GPS Time :2025-10-5 10:35,25.551197,76.831722,0.97,1.27,44.47,660.27,3422.604025
2000-01-01 15:54:10,GPS Time :2025-10-5 10:35,25.551112,76.831852,1,1.34,44.54,661.86,3402.791947
2000-01-01 15:54:16,GPS Time :2025-10-5 10:35,25.551033,76.831972,1.29,1.43,44.57,663.45,3383.018373
2000-01-01 15:54:23,GPS Time :2025-10-5 10:36,25.550848,76.832107,1.32,1.55,44.88,664.97,3364.151179
2000-01-01 15:54:29,GPS Time :2025-10-5 10:36,25.550644,76.832114,1.33,1.6,44.89,666.44,3345.937805
